project_id,delivery_id,date,sov_line_id,material_category,item_description,quantity,unit,unit_cost,total_cost,po_number,vendor,received_by,condition_notes
PRJ-2024-003,DEL-003-a9ad4f,2024-09-22,PRJ-2024-003-SOV-11,Controls,Touchscreen Interface,34,EA,813.18,27648.17,PO-48373,ACR Group,K. Thompson,Good condition
PRJ-2024-003,DEL-003-46b9a8,2024-09-23,PRJ-2024-003-SOV-07,Equipment,Chiller 200-Ton,2,EA,25170.77,50341.55,PO-38158,ACR Group,R. Williams,Good condition
PRJ-2024-003,DEL-003-7d5ebc,2024-10-09,PRJ-2024-003-SOV-07,Equipment,RTU 15-Ton,4,EA,10427.89,41711.56,PO-88803,RE Michel,M. Chen,Minor packaging damage - product OK
PRJ-2024-003,DEL-003-b2ed66,2024-10-12,PRJ-2024-003-SOV-08,Equipment,RTU 25-Ton,2,EA,1465.02,2930.03,PO-21902,Winsupply,K. Thompson,Good condition
PRJ-2024-003,DEL-003-c524ef,2024-10-14,PRJ-2024-003-SOV-12,Insulation,Insulation Adhesive,32,EA,425.76,13624.24,PO-93702,Ferguson Supply,M. Chen,Good condition
PRJ-2024-003,DEL-003-1f6f06,2024-10-21,PRJ-2024-003-SOV-07,Equipment,RTU 25-Ton,2,EA,32136.62,64273.24,PO-17937,Winsupply,J. Martinez,Good condition
PRJ-2024-003,DEL-003-58ddb1,2024-10-30,PRJ-2024-003-SOV-08,Equipment,"VAV Box 12""",34,EA,2550.4,86713.54,PO-97077,Ferguson Supply,R. Williams,Good condition
PRJ-2024-003,DEL-003-cab44c,2024-11-01,PRJ-2024-003-SOV-09,Equipment,Chiller 200-Ton,4,EA,21288.32,85153.29,PO-55634,RE Michel,M. Chen,Partial shipment - backorder pending
PRJ-2024-003,DEL-003-8b8c38,2024-11-15,PRJ-2024-003-SOV-10,Controls,Damper Motor,6,EA,11602.86,69617.15,PO-84191,Winsupply,M. Chen,Good condition
PRJ-2024-003,DEL-003-665cab,2024-12-05,PRJ-2024-003-SOV-06,Piping,"Black Steel Sch40 4""",962,LF,25.26,24303.55,PO-73576,ACR Group,R. Williams,Minor packaging damage - product OK
PRJ-2024-003,DEL-003-f476fe,2024-12-22,PRJ-2024-003-SOV-10,Controls,VAV Controller,35,EA,20.55,719.22,PO-74092,Winsupply,K. Thompson,Good condition
PRJ-2024-003,DEL-003-2ac4d9,2025-01-16,PRJ-2024-003-SOV-12,Insulation,Vapor Barrier Tape,10,EA,91.94,919.39,PO-98313,Ferguson Supply,K. Thompson,Good condition
PRJ-2024-003,DEL-003-663356,2025-01-20,PRJ-2024-003-SOV-12,Insulation,Fiberglass Duct Wrap R-8,248,LF,42.31,10492.1,PO-46257,Johnstone Supply,D. Patel,Good condition
PRJ-2024-003,DEL-003-a591e1,2025-01-21,PRJ-2024-003-SOV-10,Controls,Temp Sensor,63,EA,344.43,21699.08,PO-54489,Carrier Enterprise,K. Thompson,Minor packaging damage - product OK
PRJ-2024-003,DEL-003-8b5447,2025-02-24,PRJ-2024-003-SOV-11,Controls,Touchscreen Interface,28,EA,1187.12,33239.37,PO-67052,Johnstone Supply,R. Williams,Minor packaging damage - product OK
PRJ-2024-003,DEL-003-0a59fc,2025-02-27,PRJ-2024-003-SOV-10,Controls,DDC Controller,17,EA,4674.74,79470.57,PO-22966,ACR Group,K. Thompson,Partial shipment - backorder pending
PRJ-2024-004,DEL-004-38e6fc,2024-03-04,PRJ-2024-004-SOV-04,Ductwork,"Spiral Duct 16""",282,LF,575.03,162157.2,PO-39860,RE Michel,J. Martinez,Good condition
PRJ-2024-004,DEL-004-3c3506,2024-03-16,PRJ-2024-004-SOV-03,Ductwork,"Spiral Duct 24""",118,LF,570.67,67339.34,PO-10004,Ferguson Supply,K. Thompson,Good condition
PRJ-2024-004,DEL-004-8e5672,2024-03-19,PRJ-2024-004-SOV-03,Ductwork,Hanging Hardware,25,EA,3774.99,94374.74,PO-53813,Ferguson Supply,R. Williams,Good condition
PRJ-2024-004,DEL-004-07c11c,2024-03-21,PRJ-2024-004-SOV-04,Ductwork,Duct Sealant,467,LF,62.51,29193.67,PO-30036,RE Michel,J. Martinez,Good condition
PRJ-2024-004,DEL-004-54c482,2024-04-02,PRJ-2024-004-SOV-04,Ductwork,"Spiral Duct 12""",83,LF,1697.87,140923.36,PO-64440,Johnstone Supply,J. Martinez,Good condition
PRJ-2024-004,DEL-004-9d1a3b,2024-04-03,PRJ-2024-004-SOV-03,Ductwork,Galvanized Sheet Metal 22ga,90,SHEET,234.83,21134.55,PO-17907,Johnstone Supply,M. Chen,Good condition
PRJ-2024-004,DEL-004-569f23,2024-04-03,PRJ-2024-004-SOV-06,Piping,"Black Steel Sch40 4""",827,LF,38.42,31772.28,PO-38216,Carrier Enterprise,M. Chen,Partial shipment - backorder pending
PRJ-2024-004,DEL-004-765d7e,2024-04-04,PRJ-2024-004-SOV-03,Ductwork,Galvanized Sheet Metal 20ga,51,SHEET,3174.39,161893.86,PO-11437,Carrier Enterprise,R. Williams,Minor packaging damage - product OK
PRJ-2024-004,DEL-004-89ddde,2024-04-05,PRJ-2024-004-SOV-07,Equipment,Split System 3-Ton,47,EA,18959.23,891083.59,PO-23814,Carrier Enterprise,R. Williams,Good condition
PRJ-2024-004,DEL-004-95dcb0,2024-04-11,PRJ-2024-004-SOV-09,Equipment,Chiller 200-Ton,1,EA,12497.29,12497.29,PO-13000,Johnstone Supply,R. Williams,Good condition
PRJ-2024-004,DEL-004-9fbcfc,2024-04-12,PRJ-2024-004-SOV-05,Piping,"Copper Type L 1""",228,LF,459.63,104794.82,PO-52572,Winsupply,D. Patel,Good condition
PRJ-2024-004,DEL-004-529614,2024-04-12,PRJ-2024-004-SOV-08,Equipment,AHU Custom,4,EA,71934.4,287737.58,PO-91044,ACR Group,M. Chen,Good condition
PRJ-2024-004,DEL-004-939ab7,2024-04-16,PRJ-2024-004-SOV-04,Ductwork,Galvanized Sheet Metal 22ga,60,SHEET,2895.4,173723.72,PO-54259,Carrier Enterprise,D. Patel,Good condition
PRJ-2024-004,DEL-004-7e3cd7,2024-04-21,PRJ-2024-004-SOV-04,Ductwork,Hanging Hardware,33,EA,3487.98,115103.48,PO-37040,ACR Group,R. Williams,Good condition
PRJ-2024-004,DEL-004-be363c,2024-04-22,PRJ-2024-004-SOV-05,Piping,Flux,17,EA,3843.52,65339.83,PO-45183,Johnstone Supply,M. Chen,Good condition
PRJ-2024-004,DEL-004-9aa418,2024-04-22,PRJ-2024-004-SOV-09,Equipment,FCU 4-Pipe,914,LF,64.72,59153.67,PO-46665,Carrier Enterprise,J. Martinez,Good condition
PRJ-2024-004,DEL-004-625f27,2024-05-01,PRJ-2024-004-SOV-09,Equipment,RTU 15-Ton,1,EA,18314.74,18314.74,PO-89246,RE Michel,J. Martinez,Good condition
PRJ-2024-004,DEL-004-12acc8,2024-05-09,PRJ-2024-004-SOV-03,Ductwork,"Spiral Duct 16""",235,LF,20.56,4831.13,PO-23744,RE Michel,D. Patel,Good condition
PRJ-2024-004,DEL-004-e3b789,2024-05-09,PRJ-2024-004-SOV-08,Equipment,"VAV Box 16""",36,EA,7217.53,259830.99,PO-11936,Ferguson Supply,R. Williams,Partial shipment - backorder pending
PRJ-2024-004,DEL-004-2a243a,2024-05-12,PRJ-2024-004-SOV-03,Ductwork,"Spiral Duct 24""",161,LF,1009.62,162548.47,PO-14456,Carrier Enterprise,R. Williams,Good condition
PRJ-2024-004,DEL-004-7d138e,2024-05-14,PRJ-2024-004-SOV-05,Piping,"Black Steel Sch40 2""",269,LF,388.27,104443.88,PO-60894,RE Michel,J. Martinez,Partial shipment - backorder pending
PRJ-2024-004,DEL-004-381aa6,2024-05-15,PRJ-2024-004-SOV-07,Equipment,FCU 4-Pipe,591,LF,206.77,122203.17,PO-61130,Johnstone Supply,J. Martinez,Good condition
PRJ-2024-004,DEL-004-6ddfb1,2024-05-24,PRJ-2024-004-SOV-03,Ductwork,Duct Sealant,181,LF,64.2,11619.44,PO-99658,ACR Group,R. Williams,Good condition
PRJ-2024-004,DEL-004-c372ec,2024-05-29,PRJ-2024-004-SOV-04,Ductwork,"Spiral Duct 24""",262,LF,13.59,3559.44,PO-21304,Winsupply,D. Patel,Minor packaging damage - product OK
PRJ-2024-004,DEL-004-06184f,2024-06-10,PRJ-2024-004-SOV-04,Ductwork,"Flex Duct 12""",405,LF,57.66,23350.44,PO-16903,RE Michel,R. Williams,Minor packaging damage - product OK
PRJ-2024-004,DEL-004-d860ea,2024-06-12,PRJ-2024-004-SOV-09,Equipment,Chiller 200-Ton,1,EA,195679.92,195679.92,PO-27338,ACR Group,R. Williams,Good condition
PRJ-2024-004,DEL-004-ff91b2,2024-06-23,PRJ-2024-004-SOV-05,Piping,"PVC Sch40 4""",28,EA,1182.48,33109.51,PO-58397,RE Michel,K. Thompson,Good condition
PRJ-2024-004,DEL-004-c95aa7,2024-06-26,PRJ-2024-004-SOV-09,Equipment,AHU Custom,2,EA,60969.82,121939.64,PO-30458,ACR Group,K. Thompson,Good condition
PRJ-2024-004,DEL-004-f212f2,2024-07-02,PRJ-2024-004-SOV-05,Piping,"Black Steel Sch40 2""",695,LF,118.51,82364.93,PO-62868,Carrier Enterprise,M. Chen,Minor packaging damage - product OK
PRJ-2024-004,DEL-004-4add91,2024-07-02,PRJ-2024-004-SOV-07,Equipment,RTU 25-Ton,3,EA,210843.69,632531.06,PO-99446,Winsupply,J. Martinez,Good condition
PRJ-2024-004,DEL-004-02ebca,2024-07-06,PRJ-2024-004-SOV-07,Equipment,Chiller 200-Ton,3,EA,46243.32,138729.95,PO-88813,Ferguson Supply,R. Williams,Good condition
PRJ-2024-004,DEL-004-0fea1f,2024-07-07,PRJ-2024-004-SOV-06,Piping,Flux,44,EA,393.12,17297.21,PO-74755,ACR Group,R. Williams,Good condition
PRJ-2024-004,DEL-004-8bd2bc,2024-07-13,PRJ-2024-004-SOV-09,Equipment,Boiler 2000MBH,3,EA,51369.5,154108.49,PO-41239,Winsupply,M. Chen,Minor packaging damage - product OK
PRJ-2024-004,DEL-004-9f577c,2024-07-18,PRJ-2024-004-SOV-11,Controls,Touchscreen Interface,19,EA,2687.89,51069.89,PO-37584,Carrier Enterprise,K. Thompson,Good condition
PRJ-2024-004,DEL-004-2b179c,2024-07-21,PRJ-2024-004-SOV-08,Equipment,"VAV Box 16""",34,EA,477.89,16248.22,PO-30447,Winsupply,M. Chen,Good condition
PRJ-2024-004,DEL-004-36340b,2024-07-28,PRJ-2024-004-SOV-12,Insulation,Fiberglass Duct Wrap R-8,394,LF,155.57,61293.87,PO-51638,ACR Group,D. Patel,Good condition
PRJ-2024-004,DEL-004-2ff56d,2024-07-29,PRJ-2024-004-SOV-08,Equipment,FCU 4-Pipe,381,LF,113.94,43410.73,PO-98335,Winsupply,K. Thompson,Minor packaging damage - product OK
PRJ-2024-004,DEL-004-89dd78,2024-08-02,PRJ-2024-004-SOV-12,Insulation,Fiberglass Duct Wrap R-8,440,LF,115.07,50629.69,PO-81116,Ferguson Supply,D. Patel,Good condition
PRJ-2024-004,DEL-004-09d5ae,2024-08-09,PRJ-2024-004-SOV-06,Piping,"Copper Type L 1""",227,LF,239.3,54321.81,PO-59550,RE Michel,D. Patel,Minor packaging damage - product OK
PRJ-2024-004,DEL-004-a8ccfb,2024-08-11,PRJ-2024-004-SOV-08,Equipment,Split System 3-Ton,5,EA,49863.03,249315.16,PO-31791,Ferguson Supply,J. Martinez,Good condition
PRJ-2024-004,DEL-004-35db67,2024-08-13,PRJ-2024-004-SOV-08,Equipment,AHU Custom,4,EA,24781.35,99125.39,PO-96611,Johnstone Supply,D. Patel,Minor packaging damage - product OK
PRJ-2024-004,DEL-004-29ce4f,2024-08-17,PRJ-2024-004-SOV-10,Controls,"Control Valve 2""",49,EA,2515.9,123279.26,PO-73295,Ferguson Supply,M. Chen,Good condition
PRJ-2024-004,DEL-004-bf3997,2024-08-20,PRJ-2024-004-SOV-06,Piping,Flux,45,EA,2061.48,92766.52,PO-49440,Ferguson Supply,M. Chen,Good condition
PRJ-2024-004,DEL-004-db1627,2024-08-21,PRJ-2024-004-SOV-09,Equipment,Chiller 200-Ton,1,EA,163022.69,163022.69,PO-41703,Johnstone Supply,J. Martinez,Good condition
PRJ-2024-004,DEL-004-64d6a1,2024-08-22,PRJ-2024-004-SOV-10,Controls,Pressure Sensor,37,EA,3533.38,130735.0,PO-80531,RE Michel,R. Williams,Good condition
PRJ-2024-004,DEL-004-138279,2024-08-24,PRJ-2024-004-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",399,LF,123.89,49430.34,PO-37657,Ferguson Supply,J. Martinez,Good condition
PRJ-2024-004,DEL-004-b1768c,2024-08-27,PRJ-2024-004-SOV-05,Piping,Pipe Hangers Assorted,970,LF,99.2,96223.69,PO-16434,Johnstone Supply,D. Patel,Partial shipment - backorder pending
PRJ-2024-004,DEL-004-cefe10,2024-08-30,PRJ-2024-004-SOV-07,Equipment,RTU 25-Ton,2,EA,148783.77,297567.54,PO-99748,Carrier Enterprise,M. Chen,Partial shipment - backorder pending
PRJ-2024-004,DEL-004-9fd30e,2024-09-14,PRJ-2024-004-SOV-06,Piping,Pipe Hangers Assorted,199,LF,401.83,79963.32,PO-55510,Ferguson Supply,M. Chen,Good condition
PRJ-2024-004,DEL-004-f14311,2024-09-15,PRJ-2024-004-SOV-05,Piping,Pipe Hangers Assorted,667,LF,89.65,59796.84,PO-99661,Johnstone Supply,D. Patel,Good condition
PRJ-2024-004,DEL-004-d314d6,2024-09-15,PRJ-2024-004-SOV-08,Equipment,"VAV Box 16""",26,EA,910.42,23670.91,PO-48883,Carrier Enterprise,D. Patel,Good condition
PRJ-2024-004,DEL-004-6f1a2b,2024-09-15,PRJ-2024-004-SOV-08,Equipment,"VAV Box 12""",9,EA,32250.74,290256.62,PO-99218,RE Michel,D. Patel,Good condition
PRJ-2024-004,DEL-004-67c2c9,2024-09-15,PRJ-2024-004-SOV-09,Equipment,RTU 15-Ton,3,EA,37936.51,113809.53,PO-52944,Winsupply,J. Martinez,Minor packaging damage - product OK
PRJ-2024-004,DEL-004-ace14d,2024-09-22,PRJ-2024-004-SOV-11,Controls,"Control Valve 1""",19,EA,1824.71,34669.45,PO-93687,Johnstone Supply,D. Patel,Partial shipment - backorder pending
PRJ-2024-004,DEL-004-e2b2ef,2024-09-26,PRJ-2024-004-SOV-10,Controls,"Control Valve 1""",11,EA,6289.44,69183.86,PO-32651,Carrier Enterprise,D. Patel,Good condition
PRJ-2024-004,DEL-004-10ab54,2024-10-03,PRJ-2024-004-SOV-12,Insulation,"Pipe Insulation 2"" Armaflex",520,LF,71.12,36983.97,PO-30854,RE Michel,K. Thompson,Good condition
PRJ-2024-004,DEL-004-4db9b5,2024-10-06,PRJ-2024-004-SOV-11,Controls,BACnet Gateway,7,EA,5227.83,36594.8,PO-21681,Ferguson Supply,R. Williams,Minor packaging damage - product OK
PRJ-2024-004,DEL-004-e091c2,2024-10-08,PRJ-2024-004-SOV-10,Controls,Touchscreen Interface,47,EA,2924.22,137438.22,PO-82912,ACR Group,D. Patel,Partial shipment - backorder pending
PRJ-2024-004,DEL-004-29cd41,2024-10-09,PRJ-2024-004-SOV-11,Controls,Actuator 24V,57,EA,368.25,20989.97,PO-71286,ACR Group,J. Martinez,Partial shipment - backorder pending
PRJ-2024-004,DEL-004-2888d0,2024-10-13,PRJ-2024-004-SOV-12,Insulation,"Pipe Insulation 1"" Armaflex",169,LF,193.25,32659.09,PO-92723,ACR Group,M. Chen,Good condition
PRJ-2024-004,DEL-004-7e814e,2024-10-27,PRJ-2024-004-SOV-11,Controls,VAV Controller,25,EA,1729.54,43238.44,PO-10593,Winsupply,M. Chen,Partial shipment - backorder pending
PRJ-2024-004,DEL-004-f5a1f1,2024-10-31,PRJ-2024-004-SOV-11,Controls,Pressure Sensor,46,EA,93.98,4322.86,PO-78461,Carrier Enterprise,R. Williams,Partial shipment - backorder pending
PRJ-2024-004,DEL-004-9bfc61,2024-11-11,PRJ-2024-004-SOV-10,Controls,Touchscreen Interface,44,EA,3473.23,152822.28,PO-90159,RE Michel,R. Williams,Good condition
PRJ-2024-005,DEL-005-55a12d,2024-04-16,PRJ-2024-005-SOV-03,Ductwork,Hanging Hardware,11,EA,8347.28,91820.12,PO-10258,Johnstone Supply,D. Patel,Good condition
PRJ-2024-005,DEL-005-cc9f41,2024-04-16,PRJ-2024-005-SOV-03,Ductwork,"Flex Duct 8""",100,LF,1130.86,113085.75,PO-14776,ACR Group,D. Patel,Good condition
PRJ-2024-005,DEL-005-57d9a7,2024-04-24,PRJ-2024-005-SOV-04,Ductwork,"Flex Duct 8""",483,LF,113.01,54582.65,PO-69761,Ferguson Supply,K. Thompson,Good condition
PRJ-2024-005,DEL-005-b86140,2024-06-02,PRJ-2024-005-SOV-04,Ductwork,Galvanized Sheet Metal 20ga,84,SHEET,2121.16,178177.11,PO-38200,Winsupply,D. Patel,Good condition
PRJ-2024-005,DEL-005-8c3e14,2024-06-13,PRJ-2024-005-SOV-03,Ductwork,"Flex Duct 8""",361,LF,18.78,6778.14,PO-62406,RE Michel,M. Chen,Good condition
PRJ-2024-005,DEL-005-051029,2024-06-13,PRJ-2024-005-SOV-04,Ductwork,"Spiral Duct 24""",71,LF,119.38,8476.28,PO-16547,Winsupply,R. Williams,Good condition
PRJ-2024-005,DEL-005-b66d36,2024-07-04,PRJ-2024-005-SOV-04,Ductwork,"Flex Duct 12""",327,LF,295.95,96777.05,PO-79065,Winsupply,D. Patel,Minor packaging damage - product OK
PRJ-2024-005,DEL-005-8dd3e5,2024-07-14,PRJ-2024-005-SOV-05,Piping,"Copper Type L 1.5""",986,LF,22.69,22377.23,PO-11991,Ferguson Supply,K. Thompson,Minor packaging damage - product OK
PRJ-2024-005,DEL-005-5fa613,2024-07-20,PRJ-2024-005-SOV-03,Ductwork,"Flex Duct 8""",423,LF,260.04,109996.23,PO-98917,Carrier Enterprise,J. Martinez,Good condition
PRJ-2024-005,DEL-005-1d1f15,2024-08-08,PRJ-2024-005-SOV-09,Equipment,"VAV Box 12""",17,EA,5940.81,100993.8,PO-65061,Ferguson Supply,J. Martinez,Good condition
PRJ-2024-005,DEL-005-6f9f36,2024-08-27,PRJ-2024-005-SOV-03,Ductwork,"Flex Duct 8""",387,LF,226.14,87514.28,PO-16299,Winsupply,M. Chen,Good condition
PRJ-2024-005,DEL-005-6cc4b4,2024-08-27,PRJ-2024-005-SOV-05,Piping,"Copper Type L 2""",224,LF,348.69,78106.71,PO-96480,Ferguson Supply,K. Thompson,Minor packaging damage - product OK
PRJ-2024-005,DEL-005-13e999,2024-09-09,PRJ-2024-005-SOV-04,Ductwork,"Flex Duct 10""",154,LF,696.3,107230.95,PO-29182,RE Michel,J. Martinez,Good condition
PRJ-2024-005,DEL-005-3e6532,2024-09-26,PRJ-2024-005-SOV-05,Piping,Flux,28,EA,8134.77,227773.55,PO-34825,RE Michel,J. Martinez,Good condition
PRJ-2024-005,DEL-005-47c2ce,2024-10-02,PRJ-2024-005-SOV-07,Equipment,RTU 25-Ton,4,EA,33304.91,133219.66,PO-95690,Ferguson Supply,J. Martinez,Good condition
PRJ-2024-005,DEL-005-e82f2d,2024-10-12,PRJ-2024-005-SOV-03,Ductwork,Duct Sealant,219,LF,836.77,183251.8,PO-16660,ACR Group,D. Patel,Minor packaging damage - product OK
PRJ-2024-005,DEL-005-b25474,2024-10-15,PRJ-2024-005-SOV-06,Piping,Refrigerant R-410A,11,EA,3644.87,40093.56,PO-95570,Carrier Enterprise,J. Martinez,Good condition
PRJ-2024-005,DEL-005-b67b33,2024-10-16,PRJ-2024-005-SOV-04,Ductwork,Galvanized Sheet Metal 22ga,80,SHEET,100.47,8037.72,PO-68190,Winsupply,R. Williams,Good condition
PRJ-2024-005,DEL-005-75bdda,2024-10-18,PRJ-2024-005-SOV-04,Ductwork,"Flex Duct 8""",155,LF,132.78,20580.61,PO-86137,Winsupply,M. Chen,Good condition
PRJ-2024-005,DEL-005-e22a1a,2024-10-19,PRJ-2024-005-SOV-06,Piping,"Black Steel Sch40 2""",799,LF,79.19,63270.28,PO-67966,Winsupply,J. Martinez,Good condition
PRJ-2024-005,DEL-005-d25883,2024-10-24,PRJ-2024-005-SOV-06,Piping,Pipe Hangers Assorted,165,LF,231.66,38224.09,PO-15082,Johnstone Supply,M. Chen,Minor packaging damage - product OK
PRJ-2024-005,DEL-005-a45f31,2024-10-25,PRJ-2024-005-SOV-08,Equipment,AHU Custom,4,EA,26639.77,106559.07,PO-48794,Johnstone Supply,R. Williams,Partial shipment - backorder pending
PRJ-2024-005,DEL-005-6634f3,2024-10-29,PRJ-2024-005-SOV-09,Equipment,AHU Custom,4,EA,39654.86,158619.42,PO-77293,RE Michel,R. Williams,Good condition
PRJ-2024-005,DEL-005-384b91,2024-11-07,PRJ-2024-005-SOV-05,Piping,Brazing Alloy,16,EA,3527.07,56433.16,PO-70288,Carrier Enterprise,J. Martinez,Good condition
PRJ-2024-005,DEL-005-e9e125,2024-11-13,PRJ-2024-005-SOV-04,Ductwork,"Spiral Duct 24""",237,LF,70.19,16635.03,PO-49704,Carrier Enterprise,K. Thompson,Minor packaging damage - product OK
PRJ-2024-005,DEL-005-7917f8,2024-11-24,PRJ-2024-005-SOV-07,Equipment,FCU 4-Pipe,137,LF,1084.07,148517.96,PO-89624,Johnstone Supply,D. Patel,Good condition
PRJ-2024-005,DEL-005-743070,2024-11-26,PRJ-2024-005-SOV-09,Equipment,RTU 25-Ton,3,EA,36980.3,110940.9,PO-11420,ACR Group,M. Chen,Partial shipment - backorder pending
PRJ-2024-005,DEL-005-f9ac3d,2024-11-27,PRJ-2024-005-SOV-10,Controls,"Control Valve 1""",38,EA,3845.67,146135.63,PO-10492,Winsupply,M. Chen,Good condition
PRJ-2024-005,DEL-005-90c05c,2024-11-28,PRJ-2024-005-SOV-07,Equipment,FCU 4-Pipe,452,LF,636.36,287635.41,PO-56916,Carrier Enterprise,R. Williams,Good condition
PRJ-2024-005,DEL-005-c5171f,2024-11-30,PRJ-2024-005-SOV-07,Equipment,RTU 15-Ton,2,EA,149406.54,298813.08,PO-71276,Johnstone Supply,J. Martinez,Good condition
PRJ-2024-005,DEL-005-95b128,2024-12-02,PRJ-2024-005-SOV-09,Equipment,Boiler 2000MBH,3,EA,28236.68,84710.05,PO-51213,Ferguson Supply,R. Williams,Good condition
PRJ-2024-005,DEL-005-abfee1,2024-12-08,PRJ-2024-005-SOV-06,Piping,"Black Steel Sch40 2""",885,LF,40.27,35640.73,PO-20218,RE Michel,R. Williams,Good condition
PRJ-2024-005,DEL-005-df8762,2024-12-23,PRJ-2024-005-SOV-09,Equipment,RTU 15-Ton,4,EA,13363.36,53453.45,PO-96880,RE Michel,J. Martinez,Good condition
PRJ-2024-005,DEL-005-8ef36e,2024-12-28,PRJ-2024-005-SOV-06,Piping,Pipe Hangers Assorted,198,LF,267.4,52944.31,PO-89617,Winsupply,R. Williams,Good condition
PRJ-2024-005,DEL-005-0ee261,2024-12-31,PRJ-2024-005-SOV-07,Equipment,"VAV Box 16""",10,EA,25449.98,254499.79,PO-54424,Ferguson Supply,D. Patel,Good condition
PRJ-2024-005,DEL-005-31fc12,2025-01-05,PRJ-2024-005-SOV-07,Equipment,Chiller 200-Ton,2,EA,91803.38,183606.76,PO-30834,RE Michel,D. Patel,Good condition
PRJ-2024-005,DEL-005-a9bfa8,2025-01-10,PRJ-2024-005-SOV-12,Insulation,Insulation Adhesive,22,EA,8213.29,180692.36,PO-59086,Winsupply,D. Patel,Good condition
PRJ-2024-005,DEL-005-087a58,2025-01-31,PRJ-2024-005-SOV-12,Insulation,"Pipe Insulation 2"" Armaflex",165,LF,467.0,77055.36,PO-45432,Johnstone Supply,D. Patel,Good condition
PRJ-2024-005,DEL-005-6d5865,2025-02-04,PRJ-2024-005-SOV-08,Equipment,RTU 25-Ton,3,EA,89590.94,268772.81,PO-56576,ACR Group,K. Thompson,Partial shipment - backorder pending
PRJ-2024-005,DEL-005-c77a3a,2025-02-14,PRJ-2024-005-SOV-11,Controls,"Control Valve 1""",48,EA,2546.06,122210.71,PO-55364,Winsupply,J. Martinez,Minor packaging damage - product OK
PRJ-2024-005,DEL-005-9e0222,2025-03-03,PRJ-2024-005-SOV-08,Equipment,AHU Custom,4,EA,94310.61,377242.45,PO-38816,Johnstone Supply,J. Martinez,Minor packaging damage - product OK
PRJ-2024-005,DEL-005-984256,2025-03-11,PRJ-2024-005-SOV-06,Piping,"Black Steel Sch40 4""",377,LF,105.51,39777.73,PO-58341,RE Michel,K. Thompson,Good condition
PRJ-2024-005,DEL-005-9bc658,2025-03-11,PRJ-2024-005-SOV-08,Equipment,FCU 2-Pipe,541,LF,498.85,269877.05,PO-38751,ACR Group,K. Thompson,Minor packaging damage - product OK
PRJ-2024-005,DEL-005-832565,2025-03-13,PRJ-2024-005-SOV-11,Controls,Actuator 24V,72,EA,125.05,9003.83,PO-28313,Ferguson Supply,R. Williams,Good condition
PRJ-2024-005,DEL-005-4b8f1b,2025-03-23,PRJ-2024-005-SOV-05,Piping,Refrigerant R-410A,7,EA,16175.19,113226.32,PO-46699,ACR Group,J. Martinez,Good condition
PRJ-2024-005,DEL-005-507b70,2025-03-27,PRJ-2024-005-SOV-12,Insulation,"Pipe Insulation 2"" Armaflex",328,LF,83.74,27465.1,PO-94585,Ferguson Supply,J. Martinez,Partial shipment - backorder pending
PRJ-2024-005,DEL-005-93aa62,2025-03-29,PRJ-2024-005-SOV-09,Equipment,Split System 3-Ton,49,EA,4086.96,200260.8,PO-61995,RE Michel,D. Patel,Good condition
PRJ-2024-005,DEL-005-fb1e4c,2025-03-30,PRJ-2024-005-SOV-12,Insulation,Fiberglass Duct Liner R-6,338,LF,85.29,28827.58,PO-85591,RE Michel,D. Patel,Good condition
PRJ-2024-005,DEL-005-7a9db8,2025-04-06,PRJ-2024-005-SOV-10,Controls,Touchscreen Interface,6,EA,5778.69,34672.13,PO-94182,ACR Group,J. Martinez,Good condition
PRJ-2024-005,DEL-005-09cbfa,2025-04-07,PRJ-2024-005-SOV-06,Piping,Brazing Alloy,36,EA,394.4,14198.48,PO-37712,RE Michel,M. Chen,Good condition
PRJ-2024-005,DEL-005-aefb1d,2025-04-16,PRJ-2024-005-SOV-07,Equipment,RTU 25-Ton,2,EA,26208.76,52417.51,PO-89895,Ferguson Supply,J. Martinez,Partial shipment - backorder pending
PRJ-2024-005,DEL-005-e06f83,2025-04-21,PRJ-2024-005-SOV-10,Controls,Touchscreen Interface,31,EA,4057.12,125770.66,PO-54757,Johnstone Supply,J. Martinez,Minor packaging damage - product OK
PRJ-2024-005,DEL-005-c67f02,2025-05-14,PRJ-2024-005-SOV-06,Piping,"Copper Type L 1""",642,LF,8.81,5656.35,PO-13859,RE Michel,J. Martinez,Partial shipment - backorder pending
PRJ-2024-005,DEL-005-88064b,2025-05-23,PRJ-2024-005-SOV-11,Controls,BACnet Gateway,12,EA,4673.74,56084.91,PO-57978,Johnstone Supply,K. Thompson,Good condition
PRJ-2024-005,DEL-005-d8bad2,2025-06-26,PRJ-2024-005-SOV-10,Controls,Touchscreen Interface,29,EA,4924.36,142806.51,PO-96093,Ferguson Supply,D. Patel,Partial shipment - backorder pending
